,TEXT,Label
2249,"@Alegrya Yeah, I've got the same issue - signed up but no confirmation email",4
18133,My dreams have been crushed...Spock does not like the ladies.,8
33554,Bout to go to bed... Happy Mother's Day ladies .... especially all th 1s who takin care of thier kids alone..n I Love U Momma,0
24440,"skipping school w/ carleigh today, both of us barley got an hr of sleep last nite. i got a new bby kitten! shes all black",2
10381,"@YvonneBeasley sadly, i don't think we'll have a bunch of free ice cream this year",5
2114,So many farewell parties! sad to see people leaving ..,8
20125,@AngelicaV1 Your birthday? WELL Happy birthday,9
6607,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther &lt;3    p.s.s i miss u katherine,2
29211,is closing at 10 instead of 12 yay!!  just 15 min till i can go home and talk to my lovebug!!,2
7934,Don't know what the heck to do with the space of time between now and BGT    Bored.,4
27587,@Arizona_Abby Thank you. I will check that out,2
9445,@alyseegs nope. Gone.,4
5116,@xDKrystal yen lol but i can only get the vid on my phone and ipod cant find the song  lol,4
25400,not ideal bank holiday conditions.. a little over cast and rainy but perfect for a lazy day with a dvd,5
17451,@drunkenlovee it'd take jamy 6 months to figure out how it works. I wanted to go see a movie tonight! then i remembered the game was on,5
17918,Can't beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones,8
22357,"@zeeble u dont even need to go to the options, the button is right there (on top right corner)",4
34600,"cant contain myself, tooooooo excited",2
4939,@Blue_Rose *hugs* thanks. I don't know how I'm going to fix this if I'm ever going to get my account back.,5
36041,"@HilzFuld Patience, it's worth it",8
7206,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy.",8
26388,"@catatonickid @YogaChicky  @shiv379 Shiv, his place, slowly I hope",2
11637,disappointed she didn't win teh glassez.,4
8723,@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on,0
34084,@kmore Yeahhh... thx. I figured it out,2
2895,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,4
22501,@wulffboy I'll give u an icecream ?,1
33397,twittering after 2 days!,3
30655,anyone excited for harry potter like i am. damn twilight postponed my first love   oh well off to find some hai chai,2
33403,@JohnnyDeppNews EXACTLY!!,4
557,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,8
10544,Not eating funnel cake at Mag Fest is what I am doing,8
9349,@ptwaugh xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,8
32861,Ahh im in love.  hes theeee best.,0
35237,Seeing my brother graduate tomorrow. Should be fun.,1
30380,@carljohnston,2
37859,@joshboulton Yeah I guess he does sound a bit odd 'cause he's saying really quickly,9
39193,yeah .... just bought tickets for Pearl Jam in August,2
28127,Day of writing,4
199,Needs a job BADLY!!!,5
13116,"@damohopo no not proper, my dog barks too much &amp; jumps up &amp; its all my fault for not being strict enough",5
37564,"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",2
39268,@LJRICH hello - as requested,4
30573,@jeffreecuntstar they're getting back together for one more album.. or so i heard.,4
28811,I'm feeling better now that I have something in my tummy,2
25170,"@death_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?",9
32244,@Buddy021193 i hear you.. it pisses me off haha,7
38230,had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,0
2084,"@sweetavalanche lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",1
17519,Got the CofO to late didn't close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,8
6831,"also, Lipton's Sparkling Green Tea is gross",2
1196,@delta_goodrem should updatd her twitter,3
23322,"@lauVanExel @Ramoso, just dont understand what's it got to do with me. I'm just a nice girl",5
33114,"wow, so x-men was pretty much amazing. i love wolverine.",0
27852,added 30 minutes to morning sleep by cutting out useless Today Show. Feels nice,2
36102,@Jeremyscott002 Above Garden of the Gods in C Springs. My parents work for the Division of Wildlife so we get to go on private land,4
21663,@PhilLHerold Thank you,2
33887,"@CynthiaY29 Nice info, I forwarded this to a needy friend of mine",4
39036,@veeekay07 haha wats this about?,4
30417,"@TheAsterik BETTER BE. ALSO, YES. UNF UNF &lt;3 ...Lisa still hasn't gotten any, btw  *smacked*",2
10673,"Is on 'msn', but nones on! :@  :'(",8
31990,@chikidracula303 good and you? jeje,4
5124,@RussellDevon - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,4
4639,That damn money sign. Ugh.,4
28761,"Out with Bre, Jimmy, and Jon P?",4
18280,I need people to shoot so I can work on my new post processing technique.. but I need to show off the PP before people will want to!,5
3166,The Blowout ended,0
8947,"Today has been a nice positive  fun day , after several weeks of bum days",3
36458,if u missed #disney pirates skit on SNL http://bit.ly/p1p6F,4
26597,@HilzFuld haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,2
37578,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",2
17865,My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,5
25390,so tired after work...but i have King's Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded,8
24188,@insic Anytime,0
5570,Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,5
31912,"@jclayville I know... But altos usually have cooler parts than tenors. And I wouldn't say that tenor parts are too masculine, anyhow.",4
39317,"did ice skating last show part this morning. Mozart. awesome, can't wait to do it Friday and saturday. love U all",2
2292,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him",6
9666,I wish I could go to E3.  Oh well....,4
35568,enjoying lazying around eating roses chocolates  x,2
23343,"Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune   via http://twibes.com/group/PICT",4
31501,"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!).",2
35977,"@MariahCarey The first thing she said means &quot;Your new album is really good&quot; and the second thing, &quot;Don't it's broken&quot;. I am Persian!",0
26208,"@kevingraham oh, and thanks for the help",4
29093,getted crunk of budweiser with the fam bam,1
19146,I do nothing on friday nights,5
25194,@nhoustonreed Hi!! How are you? You're an amazning actress  Greets from Slovenia,0
39770,Just made breakfast for her mom,4
6003,i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,5
37173,"@iamTAYON I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",1
5823,Art History Quiz...  I didn't study,5
4918,"@Td_keepsitreal haha awe. Well right now, I could be at home but I have to be here. It's horrible  Lol",0
35893,"@snarkandboobs LOL! I liked the log ride reference, but all I think about when I think of that ride is how wet you get",2
3300,@Sarahies this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x,4
2181,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",1
20884,@Lauratheexpat isn't a bit of little britain in all of us?,2
12508,puppy I wanted was adopted yesterday  I guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now,5
14444,"loves surprises, but is never surprised",9
36307,@awalliewall my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,4
2993,It's @natsmith88 last Friday today,4
20453,@AgesTheGreat tell him ill beat him up if he doesnt share,5
9016,@niftybitch time to leave a passive agressive note to the owners.  It's not the dog's fault... it's their shitty owners,5
4293,@JonathanRKnight   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!,4
22830,"@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!",2
17271,Ugh sittin at work waiting for the carpets to be cleaned.  I was suppose to be out by 7,4
10936,"Just got in a bit of a car accident, poor Patrick",5
702,wants see my friends  ;-) http://plurk.com/p/wxnwa,0
31059,@TheLonely perfect song!,0
19875,@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet,9
35940,"aww thats wikid, i need to book myne again sooon  miss you to lovely!! im off ned some brekkie.. speak soon dudde xxx",8
35092,"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",9
17823,Thought I was seeing top shelf jizz. Very dissapointed!,5
12428,@QuiMo No happy hour in CCP eithah that's 2 bad,9
5936,@MattTerry You can't make it down to NYC at all when I'm there huh?,4
19679,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx",5
39389,Going to bed...I love the weekends,5
13205,Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,9
16953,"OMG, Tony Hawk's motion on the nintendo DS sucks ass!",6
11206,just realized tonight's Drake,2
6149,Ugh I'm so sleepy  I think I'm still kinda sick,5
24487,@Deathwishedx3 If you haven't changed your mind by mid-June then you can have one  x,4
34286,Happy Mother's Day mommy and grandma haha  ily,4
1918,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.,4
14897,Class until 9:30  yes on a Friday night...,5
17105,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,5
8877,@tursiops718 Ohnoes!   That's icky!,9
22493,@DannyjClayton star wars ............ is gay BOO??? i wanna do your jobe HAND IT OVER  u can act as me at my high school   LOL,5
2271,"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy.",8
31165,@albo60s you must ask the Cubs fans. I can't fathom it myself.,4
37073,rblpnBro @dhair Not quite where I need to be here ... sad but true. Soon however all will be WELL  6wks ? http://blip.fm/~5z4ve,5
27122,@shortiee31,0
11591,@MicahJosiahD i really am going to miss you,8
23113,done with the dentist until November,3
35947,"just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!",8
36526,Watching Season 7 of GG!,4
23464,Tanya is jealous because I'm Mike's new favorite  It's because he tried to kiss me over the weekend....pictures to follow at 95sx.com,5
20122,"@Jocey17 ITS A BANK HOLIDAY STUPID!! wait, they don't have bank holidays in America... Okay keep on celebreting",5
941,how do you twitter?,4
18852,"i miss him  ALOT but im not gonna talk to him, i HOPE",8
2631,mayb he was raped when he was younger,5
9453,Watchin tyra bored like always  my stomach hurts,4
13575,Draining my iPhone battery in half a day without making a single call sucks!!! It's only 9 months old! Huge FAIL on Apple's part,8
6028,wishes he could be with that special someone....,4
4610,inside on a beautiful day!,0
11295,i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,5
31777,"@SuperwomanAK that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",5
29431,@SarcasticLeaves Iiight thanks.,4
21875,"@tomfelton http://twitpic.com/4jam0 - Ohhh, how lovely! I'm glad that you had a great time there.",0
